rating|progress|edition_id|year|pages|title|author|publisher|status|finished_at|cover_filename|slug|book_id
4.5|100.0|12067913|2021|418|Slewfoot|Brom|Tor Nightfire|read|2026-01-29T15:21:41.249Z|https://skoob.s3.amazonaws.com/livros/12083294/SLEWFOOT_164126043512083294SK-V11641260436B.jpg|slewfoot-12083294ed12067913.html|12083294
4.0|100.0|11950040|2021|200|A assombração da Casa da Colina|Shirley Jackson|Alfaguara|read|2026-05-21T18:29:28.464Z|https://skoob.s3.amazonaws.com/livros/43372/A_ASSOMBRACAO_DA_CASA_DA_COLIN_166573822843372SK-V11665738229B.jpg|a-assombracao-da-casa-da-colina-43372ed11950040.html|43372
4.0|100.0|122294336|2023|304|A empregada (A Empregada #1)|Freida McFadden|Arqueiro|read|2026-02-16T02:37:53.929Z|https://skoob.s3.amazonaws.com/livros/122289146/A_EMPREGADA_1684380168122289146SK-V11684380169B.jpg|a-empregada-a-empregada-1-122289146ed122294336.html|122289146
4.5|100.0|11811684|2021|445|O Caso Evandro|Ivan Mizanzuk|HarperCollins Brasil|read|2026-03-31T22:01:51.894Z|https://skoob.s3.amazonaws.com/livros/11810955/O_CASO_EVANDRO_161896314911810955SK-V11618963149B.jpg|o-caso-evandro-11810955ed11811684.html|11810955
4.0|100.0|616265|2016|168|Aprendendo padrões de projeto em Python|Chetan Giridhar|Novatec Editora|read|2026-01-27T17:56:08.367Z|https://skoob.s3.amazonaws.com/livros/615681/APRENDENDO_PADROES_DE_PROJETO__1475081204615681SK1475081204B.jpg|aprendendo-padroes-de-projeto-em-python-615681ed616265.html|615681
4.0|100.0|122477814|2025|312|O concorrente (Os Livros de Bachman #2)|Stephen King|Suma|read|2026-01-13T01:31:42.584Z|https://skoob.s3.amazonaws.com/livros/3237/O_CONCORRENTE_17502731823237SK-V11750273183B.jpg|o-concorrente-os-livros-de-bachman-2-3237ed122477814.html|3237
4.0|100.0|284939|2012|216|Fahrenheit 451|Ray Bradbury|Biblioteca Azul|read|2026-04-18T00:05:31.015Z|https://skoob.s3.amazonaws.com/livros/136/FAHRENHEIT_451_1690566839136SK-V11690566842B.jpg|fahrenheit-451-136ed284939.html|136
4.0|100.0|122580267|2025|192|A Enchente|Michael McDowell|Arqueiro|read|2026-02-01T05:40:55.927Z|https://skoob.s3.amazonaws.com/livros/122579134/A_ENCHENTE_1749061793122579134SK-V11749061793B.jpg|a-enchente-122579134ed122580267.html|122579134
4.0|100.0|989176|2019|336|Dedique-se de Coração|Howard Schultz|BUZZ|read|2026-01-18T23:47:22.968Z|https://skoob.s3.amazonaws.com/livros/987738/DEDIQUESE_DE_CORACAO_1570555709987738SK1570555709B.jpg|dedique-se-de-coracao-987738ed989176.html|987738
2.5|100.0|122494076|2024|322|Programação Utilizando IA|Tom Taulli|Novatec Editora|read|2026-01-16T15:58:36.932Z|https://skoob.s3.amazonaws.com/livros/122493627/PROGRAMACAO_UTILIZANDO_IA_1724776993122493627SK-V11724776994B.jpg|programacao-utilizando-ia-122493627ed122494076.html|122493627
4.0|100.0|122628543|2022|248|Efficient Linux at the Command Line|Daniel J. Barrett|O'Reilly|read|2026-03-16T03:00:00.000Z|https://skoob.s3.amazonaws.com/livros/12133139/564d5cc1c917f39a015175583fc60afd.jpg|efficient-linux-at-the-command-line-12133139ed122628543.html|12133139
3.5|100.0|122580269|2025|197|O Dique|Michael McDowell|Arqueiro|read|2026-02-06T13:48:29.251Z|https://skoob.s3.amazonaws.com/livros/122579136/O_DIQUE_1749062035122579136SK-V11749062035B.jpg|o-dique-122579136ed122580269.html|122579136
4.0|100.0|122558559|2025|256|A casa (Blackwater #3)|Michael McDowell|Arqueiro|read|2026-02-14T19:53:53.954Z|https://skoob.s3.amazonaws.com/livros/122556208/A_CASA_1741985576122556208SK-V11741985577B.jpg|a-casa-blackwater-3-122556208ed122558559.html|122556208
3.5|100.0|122565990|2025|272|A guerra (Blackwater #4)|Michael McDowell|Arqueiro|read|2026-02-17T23:16:22.266Z|https://skoob.s3.amazonaws.com/livros/122563006/A_GUERRA_1744321922122563006SK-V11744321922B.jpg|a-guerra-blackwater-4-122563006ed122565990.html|122563006
4.0|100.0|122573268|2025|272|A fortuna (Blackwater #5)|Michael McDowell|Arqueiro|read|2026-03-11T14:40:18.663Z|https://skoob.s3.amazonaws.com/livros/122569551/A_FORTUNA_1749081934122569551SK-V11749081934B.jpg|a-fortuna-blackwater-5-122569551ed122573268.html|122569551
